Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
5	48015	262	1162	4193	12.6	4.9	38.9	5.0	47403.0	-284.0	2455.0	120.0	3911.0	-254.0	5.7	-1.1	-0.6	-19.3	-10.5	6.9	6.0	5.5	55.0	122.0	112.0	-58.2	-49.4	-1.5	-1.3
5	48015	262	1162	4196	12.6	4.9	38.9	5.0	47741.0	-561.0	2178.0	162.0	3720.0	-217.0	7.7	-2.1	-0.5	-27.3	-6.5	4.9	7.0	5.4	39.0	143.0	110.0	-66.2	-45.4	-1.7	-1.2
5	48015	262	1162	4199	12.6	4.9	38.9	5.0	47403.0	-376.0	2316.0	136.0	3693.0	-110.0	6.4	-1.4	-0.3	-21.9	-4.7	6.2	6.3	5.2	49.0	129.0	106.0	-60.8	-43.6	-1.6	-1.1
5	48015	262	1161	4201	12.6	4.9	38.9	5.0	47471.0	-192.0	2547.0	115.0	3623.0	-201.0	5.5	-0.7	-0.5	-12.7	-9.1	7.1	5.6	5.4	56.0	114.0	110.0	-51.6	-48.0	-1.3	-1.2
10	48016	579	3419	5518	27.8	18.9	68.0	10.0	47268.0	2114.0	4344.0	459.0	5040.0	-376.0	21.7	10.7	-1.6	49.3	-7.4	6.1	8.2	20.5	22.0	43.0	108.0	-18.7	-75.4	-0.3	-1.1
10	48016	580	3418	5519	27.8	18.9	68.0	10.0	47066.0	2206.0	4759.0	522.0	5106.0	-397.0	24.6	11.3	-1.9	45.9	-7.7	3.2	7.6	20.8	12.0	40.0	110.0	-22.1	-75.7	-0.3	-1.1
10	48016	580	3418	5519	27.8	18.9	68.0	10.0	47201.0	2299.0	4436.0	469.0	4742.0	-344.0	22.1	10.9	-1.5	49.3	-6.8	5.7	8.0	20.4	21.0	42.0	108.0	-18.7	-74.8	-0.3	-1.1
10	48016	580	3417	5519	27.8	18.9	68.0	10.0	47471.0	2391.0	4575.0	580.0	4975.0	-328.0	27.5	11.9	-1.5	43.3	-5.5	0.3	7.0	20.4	1.0	37.0	108.0	-24.7	-73.5	-0.4	-1.1
10	48016	580	3417	5519	27.8	18.9	68.0	10.0	47471.0	2022.0	4575.0	448.0	4867.0	-381.0	21.3	9.8	-1.7	46.0	-8.0	6.5	9.1	20.6	23.0	48.0	109.0	-22.0	-76.0	-0.3	-1.1
15	48014	851	5807	5519	40.9	32.0	78.2	15.0	47403.0	4835.0	6971.0	797.0	5122.0	-275.0	37.8	24.8	-1.9	65.6	-5.0	3.1	7.2	33.9	8.0	22.0	106.0	-12.6	-83.2	-0.2	-1.1
15	48014	851	5806	5519	40.9	32.0	78.2	15.0	47471.0	4605.0	6925.0	670.0	4970.0	-323.0	31.8	22.9	-2.2	72.0	-6.9	9.1	9.1	34.2	22.0	28.0	107.0	-6.2	-85.1	-0.1	-1.1
15	48014	851	5806	5519	40.9	32.0	78.2	15.0	47606.0	4743.0	7156.0	834.0	5062.0	-339.0	39.7	24.0	-2.4	60.5	-6.0	1.2	8.0	34.4	3.0	25.0	108.0	-17.7	-84.2	-0.2	-1.1
15	48014	851	5806	5519	40.9	32.0	78.2	15.0	47403.0	4835.0	7017.0	718.0	5138.0	-365.0	34.0	24.8	-2.6	72.9	-7.6	6.9	7.2	34.6	17.0	22.0	108.0	-5.3	-85.8	-0.1	-1.1
15	48014	851	5806	5519	40.9	32.0	78.2	15.0	47741.0	4466.0	7064.0	781.0	5046.0	-259.0	37.3	22.5	-1.8	60.3	-4.8	3.6	9.5	33.8	9.0	30.0	106.0	-17.9	-83.0	-0.2	-1.1
20	48012	1126	8191	5519	54.1	45.2	83.5	20.0	47336.0	7003.0	9460.0	1141.0	5111.0	-201.0	54.0	35.8	-1.9	66.3	-3.5	0.1	9.4	47.1	0.0	21.0	104.0	-17.2	-87.0	-0.2	-1.0
20	48012	1126	8191	5519	54.1	45.2	83.5	20.0	47268.0	7141.0	9322.0	1067.0	5095.0	-238.0	50.4	36.4	-2.2	72.2	-4.4	3.7	8.8	47.4	7.0	19.0	105.0	-11.3	-87.9	-0.1	-1.1
20	48012	1125	8191	5519	54.0	45.2	83.7	20.0	47201.0	7095.0	9368.0	1056.0	5198.0	-185.0	49.8	36.9	-1.7	74.1	-3.4	4.2	8.3	46.9	8.0	18.0	104.0	-9.6	-87.1	-0.1	-1.0
20	48012	1126	8191	5519	54.1	45.2	83.5	20.0	47201.0	7141.0	9414.0	1093.0	5062.0	-243.0	51.6	36.1	-2.3	70.0	-4.5	2.5	9.1	47.5	5.0	20.0	105.0	-13.5	-88.0	-0.2	-1.1
20	48012	1126	8191	5519	54.1	45.2	83.5	20.0	47471.0	7095.0	9506.0	1025.0	5111.0	-249.0	48.7	36.3	-2.4	74.5	-4.9	5.4	8.9	47.6	10.0	20.0	105.0	-9.0	-88.4	-0.1	-1.1
25	48017	1401	10580	5519	67.3	58.4	86.8	25.0	47066.0	9447.0	11811.0	1284.0	5138.0	-249.0	60.4	48.5	-2.9	80.3	-4.8	6.9	9.9	61.3	10.0	17.0	105.0	-6.5	-91.6	-0.1	-1.1
25	48017	1401	10580	5519	67.3	58.4	86.8	25.0	47336.0	9309.0	11765.0	1220.0	5182.0	-190.0	57.7	48.2	-2.2	83.5	-3.8	9.6	10.2	60.6	14.0	17.0	104.0	-3.3	-90.6	-0.0	-1.0
25	48017	1401	10579	5519	67.3	58.4	86.8	25.0	47201.0	9355.0	11673.0	1215.0	5078.0	-164.0	57.3	47.5	-1.9	82.9	-3.3	10.0	10.9	60.3	15.0	19.0	103.0	-3.9	-90.1	-0.0	-1.0
25	48017	1401	10579	5519	67.3	58.4	86.8	25.0	47403.0	9401.0	11949.0	1347.0	5154.0	-227.0	63.9	48.5	-2.7	75.9	-4.2	3.4	9.9	61.1	5.0	17.0	105.0	-10.9	-91.0	-0.1	-1.0
25	48017	1401	10579	5519	67.3	58.4	86.8	25.0	47336.0	9585.0	11903.0	1273.0	5198.0	-179.0	60.3	49.8	-2.1	82.6	-3.5	7.0	8.6	60.5	10.0	15.0	104.0	-4.2	-90.3	-0.0	-1.0
30	48016	1676	12962	5519	80.5	71.5	88.8	30.0	46863.0	11845.0	14346.0	1575.0	5165.0	-217.0	73.8	61.2	-3.1	82.9	-4.2	6.7	10.3	74.6	8.0	14.0	104.0	-5.9	-93.0	-0.1	-1.0
30	48016	1676	12962	5519	80.5	71.5	88.8	30.0	47471.0	12076.0	14300.0	1548.0	5149.0	-164.0	73.5	62.2	-2.3	84.6	-3.1	7.0	9.3	73.8	9.0	13.0	103.0	-4.2	-91.9	-0.0	-1.0
30	48016	1676	12962	5519	80.5	71.5	88.8	30.0	47201.0	11845.0	14069.0	1533.0	5154.0	-94.0	72.4	61.0	-1.3	84.3	-1.8	8.1	10.5	72.8	10.0	15.0	102.0	-4.5	-90.6	-0.1	-1.0
30	48016	1676	12962	5519	80.5	71.5	88.8	30.0	47133.0	12122.0	14254.0	1591.0	5182.0	-110.0	75.0	62.8	-1.6	83.7	-2.1	5.5	8.7	73.1	7.0	12.0	102.0	-5.1	-90.9	-0.1	-1.0
30	48016	1676	12962	5519	80.5	71.5	88.8	30.0	47201.0	11799.0	14300.0	1617.0	5209.0	-169.0	76.3	61.5	-2.4	80.6	-3.1	4.2	10.0	73.9	5.0	14.0	103.0	-8.2	-91.9	-0.1	-1.0
35	48017	1951	15346	5519	93.7	84.7	90.4	35.0	47471.0	14059.0	16558.0	1760.0	5176.0	-148.0	83.5	72.8	-2.5	87.2	-3.0	10.2	11.9	87.2	11.0	14.0	103.0	-3.2	-93.4	-0.0	-1.0
35	48017	1951	15346	5519	93.7	84.7	90.4	35.0	47066.0	14151.0	16420.0	1781.0	5220.0	-116.0	83.8	73.9	-1.9	88.2	-2.3	9.9	10.8	86.6	11.0	13.0	102.0	-2.2	-92.7	-0.0	-1.0
35	48017	1951	15346	5519	93.7	84.7	90.4	35.0	47471.0	14059.0	16696.0	1834.0	5258.0	-211.0	87.1	73.9	-3.5	84.8	-4.0	6.6	10.8	88.2	7.0	13.0	104.0	-5.6	-94.4	-0.1	-1.0
35	48017	1951	15346	5520	93.7	84.7	90.4	35.0	47403.0	14336.0	16604.0	1855.0	5236.0	-94.0	87.9	75.1	-1.6	85.4	-1.8	5.8	9.6	86.3	6.0	11.0	102.0	-5.0	-92.2	-0.1	-1.0
35	48017	1951	15346	5520	93.7	84.7	90.4	35.0	47606.0	14382.0	16696.0	1892.0	5165.0	-100.0	90.1	74.3	-1.7	82.5	-1.9	3.6	10.4	86.4	4.0	12.0	102.0	-7.9	-92.3	-0.1	-1.0
40	48016	2226	17728	5520	106.9	97.9	91.6	40.0	47066.0	16688.0	19001.0	2072.0	5182.0	-25.0	97.5	86.5	-0.5	88.7	-0.5	9.4	11.4	98.4	9.0	12.0	101.0	-2.9	-92.1	-0.0	-1.0
40	48015	2226	17728	5520	106.9	97.9	91.6	40.0	47538.0	16549.0	18816.0	2093.0	5209.0	-41.0	99.5	86.2	-0.8	86.6	-0.8	7.4	11.7	98.7	7.0	12.0	101.0	-5.0	-92.4	-0.1	-1.0
40	48016	2226	17727	5520	106.9	97.9	91.6	40.0	47336.0	16641.0	19093.0	2104.0	5220.0	-73.0	99.6	86.9	-1.4	87.2	-1.4	7.3	11.0	99.3	7.0	11.0	101.0	-4.4	-93.0	-0.0	-1.0
40	48016	2226	17727	5520	106.9	97.9	91.6	40.0	46998.0	16595.0	19185.0	2130.0	5231.0	-132.0	100.1	86.8	-2.5	86.7	-2.5	6.8	11.1	100.4	6.0	11.0	103.0	-4.9	-94.1	-0.1	-1.0
40	48015	2226	17727	5520	106.9	97.9	91.6	40.0	46931.0	16549.0	19139.0	1993.0	5198.0	-164.0	93.5	86.0	-3.1	92.0	-3.3	13.4	11.9	101.0	13.0	12.0	103.0	0.4	-94.9	0.0	-1.0
45	48015	2500	20114	5520	120.0	111.0	92.5	45.0	47336.0	18901.0	21305.0	2289.0	5220.0	-73.0	108.4	98.7	-1.6	91.1	-1.5	11.6	12.3	112.6	10.0	11.0	101.0	-1.4	-94.0	-0.0	-1.0
45	48015	2500	20114	5520	120.0	111.0	92.5	45.0	47336.0	18947.0	21398.0	2300.0	5198.0	-132.0	108.9	98.5	-2.8	90.4	-2.6	11.1	12.5	113.8	9.0	11.0	103.0	-2.1	-95.1	-0.0	-1.0
45	48015	2500	20114	5520	120.0	111.0	92.5	45.0	47538.0	18763.0	21213.0	2379.0	5355.0	-63.0	113.1	100.5	-1.3	88.9	-1.1	6.9	10.5	112.3	6.0	9.0	101.0	-3.6	-93.6	-0.0	-1.0
45	48015	2500	20113	5520	120.0	111.0	92.5	45.0	47268.0	19270.0	21536.0	2289.0	5285.0	-36.0	108.2	101.8	-0.8	94.1	-0.7	11.8	9.2	111.8	10.0	8.0	101.0	1.6	-93.2	0.0	-1.0
45	48015	2500	20113	5520	120.0	111.0	92.5	45.0	47133.0	18993.0	21536.0	2241.0	5307.0	-84.0	105.6	100.8	-1.8	95.5	-1.7	14.4	10.2	112.8	12.0	9.0	102.0	3.0	-94.2	0.0	-1.0
50	48013	2774	22501	5520	133.2	124.2	93.2	50.0	46998.0	21576.0	23979.0	2543.0	5296.0	-52.0	119.5	114.3	-1.2	95.6	-1.0	13.7	9.9	125.4	10.0	8.0	101.0	2.4	-94.2	0.0	-1.0
50	48013	2774	22501	5520	133.2	124.2	93.2	50.0	47471.0	21345.0	24071.0	2522.0	5269.0	-84.0	119.7	112.5	-2.0	94.0	-1.7	13.5	11.7	126.2	10.0	9.0	102.0	0.8	-94.9	0.0	-1.0
50	48012	2774	22501	5520	133.2	124.2	93.2	50.0	47066.0	21484.0	23564.0	2580.0	5209.0	-63.0	121.4	111.9	-1.5	92.2	-1.2	11.8	12.3	125.7	9.0	10.0	101.0	-1.0	-94.4	-0.0	-1.0
50	48013	2774	22501	5520	133.2	124.2	93.2	50.0	47133.0	21345.0	23979.0	2654.0	5323.0	-78.0	125.1	113.6	-1.9	90.8	-1.5	8.1	10.6	126.1	6.0	9.0	102.0	-2.4	-94.7	-0.0	-1.0
50	48013	2774	22500	5520	133.2	124.2	93.2	50.0	47538.0	21438.0	23886.0	2670.0	5258.0	-121.0	126.9	112.7	-2.9	88.8	-2.3	6.3	11.5	127.1	5.0	9.0	102.0	-4.4	-95.5	-0.0	-1.0
55	48012	3048	24893	5520	146.3	137.4	93.9	55.00000000000001	47471.0	23928.0	26283.0	2770.0	5393.0	-20.0	131.5	129.0	-0.5	98.1	-0.4	14.8	8.4	137.9	10.0	6.0	100.0	4.2	-94.3	0.0	-1.0
55	48012	3048	24892	5520	146.3	137.4	93.9	55.00000000000001	47201.0	23744.0	26237.0	2823.0	5410.0	-110.0	133.2	128.5	-2.9	96.5	-2.2	13.1	8.9	140.3	9.0	6.0	102.0	2.6	-96.1	0.0	-1.0
55	48012	3048	24893	5520	146.3	137.4	93.9	55.00000000000001	47606.0	23790.0	26053.0	2908.0	5263.0	-84.0	138.4	125.2	-2.2	90.5	-1.6	7.9	12.2	139.6	5.0	9.0	102.0	-3.4	-95.5	-0.0	-1.0
55	48012	3048	24892	5520	146.3	137.4	93.9	55.00000000000001	47201.0	23836.0	26329.0	2807.0	5312.0	-47.0	132.5	126.6	-1.2	95.5	-0.9	13.8	10.8	138.6	9.0	8.0	101.0	1.6	-94.8	0.0	-1.0
55	48012	3048	24892	5520	146.3	137.4	93.9	55.00000000000001	47336.0	23790.0	26237.0	2839.0	5236.0	-105.0	134.4	124.6	-2.8	92.7	-2.1	11.9	12.8	140.2	8.0	9.0	102.0	-1.2	-96.0	-0.0	-1.0
